"SMU","GO","name","Gene","NCBI_ID","logFC","logCPM","PValue","FDR","Desc","avgCPM_UA159","avgCPM_GMS584"
"SMU_08","GO:0003684","damaged DNA binding","trcF",1029400,0.547870623005302,7.02050843956422,0.000209721724585735,0.000845489831200963,"transcription-repair coupling factor",6.71146253256981,7.25436900867146
"SMU_08","GO:0004386","helicase activity","trcF",1029400,0.547870623005302,7.02050843956422,0.000209721724585735,0.000845489831200963,"transcription-repair coupling factor",6.71146253256981,7.25436900867146
"SMU_08","GO:0006355","regulation of transcription, DNA-templated","trcF",1029400,0.547870623005302,7.02050843956422,0.000209721724585735,0.000845489831200963,"transcription-repair coupling factor",6.71146253256981,7.25436900867146
"SMU_08","GO:0000716","transcription-coupled nucleotide-excision repair, DNA damage recognition","trcF",1029400,0.547870623005302,7.02050843956422,0.000209721724585735,0.000845489831200963,"transcription-repair coupling factor",6.71146253256981,7.25436900867146
"SMU_100","GO:0005737","cytoplasm","-",1029681,1.97158322356628,6.5828642234871,8.07193524507033e-12,9.31563685579146e-11,"PTS system sorbose transporter subunit IIB",5.12260229431722,7.23411328799666
"SMU_100","GO:0008982","protein-N(PI)-phosphohistidine-sugar phosphotransferase activity","-",1029681,1.97158322356628,6.5828642234871,8.07193524507033e-12,9.31563685579146e-11,"PTS system sorbose transporter subunit IIB",5.12260229431722,7.23411328799666
"SMU_100","GO:0009401","phosphoenolpyruvate-dependent sugar phosphotransferase system","-",1029681,1.97158322356628,6.5828642234871,8.07193524507033e-12,9.31563685579146e-11,"PTS system sorbose transporter subunit IIB",5.12260229431722,7.23411328799666
"SMU_1001","GO:0009294","DNA mediated transformation","smf",1029456,-6.58810274436848,5.75816330974614,1.39102330001023e-212,7.48092330745499e-210,"DNA processing Smf protein",6.71791785853252,0.189999883978322
"SMU_1002","GO:0005694","chromosome","topA",1028341,-0.602456470253301,8.75598775595854,0.000252727929227951,0.000992095476925491,"DNA topoisomerase I",9.00862715215407,8.41349640274669
"SMU_1002","GO:0003677","DNA binding","topA",1028341,-0.602456470253301,8.75598775595854,0.000252727929227951,0.000992095476925491,"DNA topoisomerase I",9.00862715215407,8.41349640274669
"SMU_1002","GO:0003917","DNA topoisomerase type I activity","topA",1028341,-0.602456470253301,8.75598775595854,0.000252727929227951,0.000992095476925491,"DNA topoisomerase I",9.00862715215407,8.41349640274669
"SMU_1002","GO:0000287","magnesium ion binding","topA",1028341,-0.602456470253301,8.75598775595854,0.000252727929227951,0.000992095476925491,"DNA topoisomerase I",9.00862715215407,8.41349640274669
"SMU_1002","GO:0006265","DNA topological change","topA",1028341,-0.602456470253301,8.75598775595854,0.000252727929227951,0.000992095476925491,"DNA topoisomerase I",9.00862715215407,8.41349640274669
"SMU_1004","GO:0005576","extracellular region","gtfB",1028336,1.28841174598642,9.15291666260646,1.44623532085798e-19,2.4458658979793e-18,"glucosyltransferase-I",8.36528257907954,9.65713027788548
"SMU_1004","GO:0047849","dextransucrase activity","gtfB",1028336,1.28841174598642,9.15291666260646,1.44623532085798e-19,2.4458658979793e-18,"glucosyltransferase-I",8.36528257907954,9.65713027788548
"SMU_1004","GO:0046527","glucosyltransferase activity","gtfB",1028336,1.28841174598642,9.15291666260646,1.44623532085798e-19,2.4458658979793e-18,"glucosyltransferase-I",8.36528257907954,9.65713027788548
"SMU_1004","GO:0009250","glucan biosynthetic process","gtfB",1028336,1.28841174598642,9.15291666260646,1.44623532085798e-19,2.4458658979793e-18,"glucosyltransferase-I",8.36528257907954,9.65713027788548
"SMU_1005","GO:0005576","extracellular region","gtfC",1028343,1.68519795282284,7.61429688579914,2.81295753360379e-26,5.95593921878786e-25,"glucosyltransferase-SI",6.5139347516386,8.21922768705626
"SMU_1005","GO:0047849","dextransucrase activity","gtfC",1028343,1.68519795282284,7.61429688579914,2.81295753360379e-26,5.95593921878786e-25,"glucosyltransferase-SI",6.5139347516386,8.21922768705626
"SMU_1005","GO:0046527","glucosyltransferase activity","gtfC",1028343,1.68519795282284,7.61429688579914,2.81295753360379e-26,5.95593921878786e-25,"glucosyltransferase-SI",6.5139347516386,8.21922768705626
"SMU_1005","GO:0009250","glucan biosynthetic process","gtfC",1028343,1.68519795282284,7.61429688579914,2.81295753360379e-26,5.95593921878786e-25,"glucosyltransferase-SI",6.5139347516386,8.21922768705626
"SMU_1006","GO:0005524","ATP binding","-",1028342,0.7415769993232,3.99854964510035,2.30146351299883e-06,1.3875864095188e-05,"ABC transporter ATP-binding protein",3.56504740247852,4.32198882913043
"SMU_1006","GO:0016887","ATPase activity","-",1028342,0.7415769993232,3.99854964510035,2.30146351299883e-06,1.3875864095188e-05,"ABC transporter ATP-binding protein",3.56504740247852,4.32198882913043
"SMU_1007","GO:0016021","integral component of membrane","-",1028339,0.338581025247488,5.60930364206252,0.00698710272010514,0.0178936373470121,"ABC transporter permease",5.42664876519309,5.76773601906543
"SMU_1007","GO:0006810","transport","-",1028339,0.338581025247488,5.60930364206252,0.00698710272010514,0.0178936373470121,"ABC transporter permease",5.42664876519309,5.76773601906543
"SMU_1008","GO:0005622","intracellular","-",1028347,0.542551828891236,5.42539015520872,0.000106329840030648,0.000457473503747861,"response regulator",5.11724379957131,5.6705383608991
"SMU_1008","GO:0003677","DNA binding","-",1028347,0.542551828891236,5.42539015520872,0.000106329840030648,0.000457473503747861,"response regulator",5.11724379957131,5.6705383608991
"SMU_1008","GO:0000160","phosphorelay signal transduction system","-",1028347,0.542551828891236,5.42539015520872,0.000106329840030648,0.000457473503747861,"response regulator",5.11724379957131,5.6705383608991
"SMU_1008","GO:0006355","regulation of transcription, DNA-templated","-",1028347,0.542551828891236,5.42539015520872,0.000106329840030648,0.000457473503747861,"response regulator",5.11724379957131,5.6705383608991
"SMU_1008","GO:0006351","transcription, DNA-templated","-",1028347,0.542551828891236,5.42539015520872,0.000106329840030648,0.000457473503747861,"response regulator",5.11724379957131,5.6705383608991
"SMU_1009","GO:0016021","integral component of membrane","-",1028345,0.467891949171558,5.68373125662796,0.000731899235437652,0.0025964077098837,"histidine kinase",5.4189655321601,5.89566123136348
"SMU_1009","GO:0005622","intracellular","-",1028345,0.467891949171558,5.68373125662796,0.000731899235437652,0.0025964077098837,"histidine kinase",5.4189655321601,5.89566123136348
"SMU_1009","GO:0000155","phosphorelay sensor kinase activity","-",1028345,0.467891949171558,5.68373125662796,0.000731899235437652,0.0025964077098837,"histidine kinase",5.4189655321601,5.89566123136348
"SMU_101","GO:0016021","integral component of membrane","-",1029680,1.54482197636599,7.58558840063,1.21377267606291e-11,1.38298081607337e-10,"PTS system sorbose transporter subunit IIC",6.5278076775801,8.14704149603124
"SMU_101","GO:0009401","phosphoenolpyruvate-dependent sugar phosphotransferase system","-",1029680,1.54482197636599,7.58558840063,1.21377267606291e-11,1.38298081607337e-10,"PTS system sorbose transporter subunit IIC",6.5278076775801,8.14704149603124
"SMU_1010","GO:0008771","[citrate (pro-3S)-lyase] ligase activity","citC",1028344,0.369601736511941,5.53411929943213,0.00734711985646213,0.0186733509395337,"citrate lyase ligase",5.32523485999878,5.70612114547067
"SMU_1010","GO:0016829","lyase activity","citC",1028344,0.369601736511941,5.53411929943213,0.00734711985646213,0.0186733509395337,"citrate lyase ligase",5.32523485999878,5.70612114547067
"SMU_1010","GO:0008080","N-acetyltransferase activity","citC",1028344,0.369601736511941,5.53411929943213,0.00734711985646213,0.0186733509395337,"citrate lyase ligase",5.32523485999878,5.70612114547067
"SMU_1010","GO:0009058","biosynthetic process","citC",1028344,0.369601736511941,5.53411929943213,0.00734711985646213,0.0186733509395337,"citrate lyase ligase",5.32523485999878,5.70612114547067
"SMU_1011","GO:0005524","ATP binding","citG",1028349,0.341532096894734,4.79901524716753,0.00823783680465069,0.0205766117218492,"CitG protein",4.61755971628428,4.95924223176907
"SMU_1011","GO:0046917","triphosphoribosyl-dephospho-CoA synthase activity","citG",1028349,0.341532096894734,4.79901524716753,0.00823783680465069,0.0205766117218492,"CitG protein",4.61755971628428,4.95924223176907
"SMU_1011","GO:0016310","phosphorylation","citG",1028349,0.341532096894734,4.79901524716753,0.00823783680465069,0.0205766117218492,"CitG protein",4.61755971628428,4.95924223176907
"SMU_1012c","GO:0003677","DNA binding","-",1028348,0.391269091939067,4.28719103866125,0.00428556640977604,0.0117590694651916,"transcriptional regulator",4.07839319579352,4.46768402461456
"SMU_1012c","GO:0003700","transcription factor activity, sequence-specific DNA binding","-",1028348,0.391269091939067,4.28719103866125,0.00428556640977604,0.0117590694651916,"transcriptional regulator",4.07839319579352,4.46768402461456
"SMU_1012c","GO:0006351","transcription, DNA-templated","-",1028348,0.391269091939067,4.28719103866125,0.00428556640977604,0.0117590694651916,"transcriptional regulator",4.07839319579352,4.46768402461456
"SMU_1013c","GO:0016021","integral component of membrane","-",1028346,0.736589531907227,4.77490395038767,3.66352712455391e-07,2.55665537334408e-06,"Mg2+/citrate transporter",4.35136110004442,5.09481528478525
"SMU_1013c","GO:0015137","citrate transmembrane transporter activity","-",1028346,0.736589531907227,4.77490395038767,3.66352712455391e-07,2.55665537334408e-06,"Mg2+/citrate transporter",4.35136110004442,5.09481528478525
"SMU_102","GO:0016021","integral component of membrane","-",1029683,1.07422052370107,7.89748276299314,1.64068993251927e-08,1.40952563212279e-07,"PTS system transporter subunit IID",7.21844980842562,8.32214472465623
"SMU_102","GO:0009401","phosphoenolpyruvate-dependent sugar phosphotransferase system","-",1029683,1.07422052370107,7.89748276299314,1.64068993251927e-08,1.40952563212279e-07,"PTS system transporter subunit IID",7.21844980842562,8.32214472465623
"SMU_1022","GO:0051191","prosthetic group biosynthetic process","citG2",1028355,0.332923333054657,4.50445937875742,0.0127664023617346,0.0295683513787289,"2-(5\'\'-triphosphoribosyl)-3\'-dephosphocoenzyme-A synthase",4.32813674455678,4.66126693013063
"SMU_1025","GO:0003677","DNA binding","-",1029387,-0.664162223783159,1.78746641198736,9.76002362442823e-05,0.000424671578092031,"transcriptional regulator",2.07045827373074,1.41414268538561
"SMU_1025","GO:0003700","transcription factor activity, sequence-specific DNA binding","-",1029387,-0.664162223783159,1.78746641198736,9.76002362442823e-05,0.000424671578092031,"transcriptional regulator",2.07045827373074,1.41414268538561
"SMU_1025","GO:0006351","transcription, DNA-templated","-",1029387,-0.664162223783159,1.78746641198736,9.76002362442823e-05,0.000424671578092031,"transcriptional regulator",2.07045827373074,1.41414268538561
"SMU_1026","GO:0016021","integral component of membrane","-",1029592,-0.560112737003047,1.9231845516167,0.000286518111078951,0.00111175642235397,"hypothetical protein SMU_1026",2.17048273702172,1.61577552697338
"SMU_1027","GO:0003677","DNA binding","-",1028368,-1.21297559044521,3.67364229085088,1.37710007778927e-12,1.69863399503457e-11,"transcriptional regulator",4.12971618484257,2.93957387644184
"SMU_1027","GO:0006355","regulation of transcription, DNA-templated","-",1028368,-1.21297559044521,3.67364229085088,1.37710007778927e-12,1.69863399503457e-11,"transcriptional regulator",4.12971618484257,2.93957387644184
"SMU_1027","GO:0006351","transcription, DNA-templated","-",1028368,-1.21297559044521,3.67364229085088,1.37710007778927e-12,1.69863399503457e-11,"transcriptional regulator",4.12971618484257,2.93957387644184
"SMU_1028","GO:0016787","hydrolase activity","-",1028362,-0.433444593363171,5.14201939274979,0.00577327029765539,0.0153554142733881,"hydrolase",5.33030601484581,4.89477755163713
"SMU_1028","GO:0016746","transferase activity, transferring acyl groups","-",1028362,-0.433444593363171,5.14201939274979,0.00577327029765539,0.0153554142733881,"hydrolase",5.33030601484581,4.89477755163713
"SMU_103","GO:0016021","integral component of membrane","-",1029684,0.791820162970494,7.11683094579609,1.22859984595635e-05,6.51618340389869e-05,"PTS system transporter subunit IIA",6.63961656525073,7.43439016374474
"SMU_103","GO:0009401","phosphoenolpyruvate-dependent sugar phosphotransferase system","-",1029684,0.791820162970494,7.11683094579609,1.22859984595635e-05,6.51618340389869e-05,"PTS system transporter subunit IIA",6.63961656525073,7.43439016374474
"SMU_1035","GO:0005524","ATP binding","glrA",1028371,0.817603976640555,3.10102139909455,3.42258405698393e-07,2.39670013782025e-06,"ABC transporter ATP-binding protein",2.6261627072756,3.45286464256694
"SMU_1035","GO:0016887","ATPase activity","glrA",1028371,0.817603976640555,3.10102139909455,3.42258405698393e-07,2.39670013782025e-06,"ABC transporter ATP-binding protein",2.6261627072756,3.45286464256694
"SMU_1036","GO:0016021","integral component of membrane","-",1028365,0.972800228471692,2.67943982054654,5.38925556010446e-10,5.30831802238861e-09,"hypothetical protein SMU_1036",2.11778063919723,3.08169833706071
"SMU_1037c","GO:0005622","intracellular","-",1028366,0.415756458815177,7.0040146624416,0.000594711586083737,0.00217575436051588,"histidine kinase",6.77888024642348,7.19598443113174
"SMU_1037c","GO:0000155","phosphorelay sensor kinase activity","-",1028366,0.415756458815177,7.0040146624416,0.000594711586083737,0.00217575436051588,"histidine kinase",6.77888024642348,7.19598443113174
"SMU_1038c","GO:0005622","intracellular","-",1028372,0.847118799697114,6.05732631423144,1.52283029694099e-10,1.58103886813681e-09,"response regulator",5.56594547233692,6.41452422638388
"SMU_1038c","GO:0003677","DNA binding","-",1028372,0.847118799697114,6.05732631423144,1.52283029694099e-10,1.58103886813681e-09,"response regulator",5.56594547233692,6.41452422638388
"SMU_1038c","GO:0000160","phosphorelay signal transduction system","-",1028372,0.847118799697114,6.05732631423144,1.52283029694099e-10,1.58103886813681e-09,"response regulator",5.56594547233692,6.41452422638388
"SMU_1038c","GO:0006355","regulation of transcription, DNA-templated","-",1028372,0.847118799697114,6.05732631423144,1.52283029694099e-10,1.58103886813681e-09,"response regulator",5.56594547233692,6.41452422638388
"SMU_1038c","GO:0006351","transcription, DNA-templated","-",1028372,0.847118799697114,6.05732631423144,1.52283029694099e-10,1.58103886813681e-09,"response regulator",5.56594547233692,6.41452422638388
"SMU_1039c","GO:0016757","transferase activity, transferring glycosyl groups","-",1028363,0.614399597450558,6.80265993214365,1.72730200232955e-07,1.26215083811526e-06,"lipopolysaccharide glycosyltransferase",6.46208598619617,7.07445604479984
"SMU_104","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","-",1029676,0.492202401023554,9.19935242656324,0.00584298565336774,0.0155101563888508,"alpha-glucosidase",8.93163997036623,9.38740783091451
"SMU_104","GO:0005975","carbohydrate metabolic process","-",1029676,0.492202401023554,9.19935242656324,0.00584298565336774,0.0155101563888508,"alpha-glucosidase",8.93163997036623,9.38740783091451
"SMU_1040c","GO:0016491","oxidoreductase activity","-",1028358,0.497244716408155,6.19446149061085,7.43118568837267e-05,0.000334714544657188,"oxidoreductase",5.92175905432115,6.41533716797418
"SMU_1045c","GO:0005737","cytoplasm","-",1028373,-0.502680253893941,7.2600964794926,4.81406791500983e-05,0.000226708031934526,"inorganic polyphosphate/ATP-NAD kinase",7.48379207271412,6.98667437645448
"SMU_1045c","GO:0005524","ATP binding","-",1028373,-0.502680253893941,7.2600964794926,4.81406791500983e-05,0.000226708031934526,"inorganic polyphosphate/ATP-NAD kinase",7.48379207271412,6.98667437645448
"SMU_1045c","GO:0046872","metal ion binding","-",1028373,-0.502680253893941,7.2600964794926,4.81406791500983e-05,0.000226708031934526,"inorganic polyphosphate/ATP-NAD kinase",7.48379207271412,6.98667437645448
"SMU_1045c","GO:0003951","NAD+ kinase activity","-",1028373,-0.502680253893941,7.2600964794926,4.81406791500983e-05,0.000226708031934526,"inorganic polyphosphate/ATP-NAD kinase",7.48379207271412,6.98667437645448
"SMU_1045c","GO:0019674","NAD metabolic process","-",1028373,-0.502680253893941,7.2600964794926,4.81406791500983e-05,0.000226708031934526,"inorganic polyphosphate/ATP-NAD kinase",7.48379207271412,6.98667437645448
"SMU_1045c","GO:0006741","NADP biosynthetic process","-",1028373,-0.502680253893941,7.2600964794926,4.81406791500983e-05,0.000226708031934526,"inorganic polyphosphate/ATP-NAD kinase",7.48379207271412,6.98667437645448
"SMU_1051","GO:0003824","catalytic activity","-",1028380,0.855289879978428,6.71428776507112,5.54134091168981e-10,5.4381991647934e-09,"iron-sulfur cofactor synthesis protein; NifS family",6.2171705468608,7.06842217222308
"SMU_1052",NA,NA,"-",1028011,1.09133201473876,4.49163557059408,5.12509092979853e-10,5.06667996699568e-09,"hypothetical protein SMU_1052",3.82103384927393,4.92830983699147
"SMU_1053","GO:0005737","cytoplasm","-",1029486,-0.64207648791159,5.67698150973283,2.75645150214831e-06,1.6290325470938e-05,"redox-sensing transcriptional repressor Rex",5.95282068876008,5.31601606912054
"SMU_1053","GO:0050662","coenzyme binding","-",1029486,-0.64207648791159,5.67698150973283,2.75645150214831e-06,1.6290325470938e-05,"redox-sensing transcriptional repressor Rex",5.95282068876008,5.31601606912054
"SMU_1053","GO:0003677","DNA binding","-",1029486,-0.64207648791159,5.67698150973283,2.75645150214831e-06,1.6290325470938e-05,"redox-sensing transcriptional repressor Rex",5.95282068876008,5.31601606912054
"SMU_1053","GO:0003700","transcription factor activity, sequence-specific DNA binding","-",1029486,-0.64207648791159,5.67698150973283,2.75645150214831e-06,1.6290325470938e-05,"redox-sensing transcriptional repressor Rex",5.95282068876008,5.31601606912054
"SMU_1053","GO:0045892","negative regulation of transcription, DNA-templated","-",1029486,-0.64207648791159,5.67698150973283,2.75645150214831e-06,1.6290325470938e-05,"redox-sensing transcriptional repressor Rex",5.95282068876008,5.31601606912054
"SMU_1053","GO:0051775","response to redox state","-",1029486,-0.64207648791159,5.67698150973283,2.75645150214831e-06,1.6290325470938e-05,"redox-sensing transcriptional repressor Rex",5.95282068876008,5.31601606912054
"SMU_1053","GO:0006351","transcription, DNA-templated","-",1029486,-0.64207648791159,5.67698150973283,2.75645150214831e-06,1.6290325470938e-05,"redox-sensing transcriptional repressor Rex",5.95282068876008,5.31601606912054
"SMU_1054","GO:0004066","asparagine synthase (glutamine-hydrolyzing) activity","-",1028384,-1.18257441978518,6.5426944544759,4.25622103386983e-22,7.94790163894165e-21,"glutamine amidotransferase",7.00808931377887,5.83347583038276
"SMU_1054","GO:0016787","hydrolase activity","-",1028384,-1.18257441978518,6.5426944544759,4.25622103386983e-22,7.94790163894165e-21,"glutamine amidotransferase",7.00808931377887,5.83347583038276
"SMU_1054","GO:0016740","transferase activity","-",1028384,-1.18257441978518,6.5426944544759,4.25622103386983e-22,7.94790163894165e-21,"glutamine amidotransferase",7.00808931377887,5.83347583038276
"SMU_1054","GO:0006541","glutamine metabolic process","-",1028384,-1.18257441978518,6.5426944544759,4.25622103386983e-22,7.94790163894165e-21,"glutamine amidotransferase",7.00808931377887,5.83347583038276
"SMU_1055",NA,NA,"radC",1029509,-2.25313051446644,5.74189480128894,3.0495766379888e-50,1.24247145144725e-48,"hypothetical protein SMU_1055",6.45120739149861,4.20933118137405
"SMU_1059","GO:0016021","integral component of membrane","satC",1028377,0.362021402948424,6.15923429051914,0.00212611175383907,0.00648198923591074,"hypothetical protein SMU_1059",5.96691600834199,6.32520780091668
"SMU_1062","GO:0016021","integral component of membrane","opuAb",1029510,-1.02699383862485,8.51487045149478,1.83945473770317e-07,1.32964886819458e-06,"ABC transporter proline/glycine betaine permease",8.88517908474131,7.90640036260271
"SMU_1062","GO:0005886","plasma membrane","opuAb",1029510,-1.02699383862485,8.51487045149478,1.83945473770317e-07,1.32964886819458e-06,"ABC transporter proline/glycine betaine permease",8.88517908474131,7.90640036260271
"SMU_1062","GO:0005215","transporter activity","opuAb",1029510,-1.02699383862485,8.51487045149478,1.83945473770317e-07,1.32964886819458e-06,"ABC transporter proline/glycine betaine permease",8.88517908474131,7.90640036260271
"SMU_1063","GO:0016020","membrane","opuAa",1028392,-1.36444171783447,8.21066211036777,1.51878447058158e-17,2.38831078444086e-16,"proline/glycine betaine ABC transporter ATP-binding protein",8.71393986267428,7.37229577383397
"SMU_1063","GO:0005524","ATP binding","opuAa",1028392,-1.36444171783447,8.21066211036777,1.51878447058158e-17,2.38831078444086e-16,"proline/glycine betaine ABC transporter ATP-binding protein",8.71393986267428,7.37229577383397
"SMU_1063","GO:0016887","ATPase activity","opuAa",1028392,-1.36444171783447,8.21066211036777,1.51878447058158e-17,2.38831078444086e-16,"proline/glycine betaine ABC transporter ATP-binding protein",8.71393986267428,7.37229577383397
"SMU_1063","GO:0031460","glycine betaine transport","opuAa",1028392,-1.36444171783447,8.21066211036777,1.51878447058158e-17,2.38831078444086e-16,"proline/glycine betaine ABC transporter ATP-binding protein",8.71393986267428,7.37229577383397
"SMU_1069c","GO:0016021","integral component of membrane","-",1028397,0.404997933797689,5.11034074770346,0.00876509174029362,0.0216629886853397,"hypothetical protein SMU_1069c",4.88957429916139,5.2811869982121
"SMU_1070c","GO:0003677","DNA binding","-",1028396,0.809240545607744,5.17336692404392,2.74517747333587e-06,1.62594322154188e-05,"hypothetical protein SMU_1070c",4.70234755526091,5.49706698540049
"SMU_1070c","GO:0006355","regulation of transcription, DNA-templated","-",1028396,0.809240545607744,5.17336692404392,2.74517747333587e-06,1.62594322154188e-05,"hypothetical protein SMU_1070c",4.70234755526091,5.49706698540049
"SMU_1070c","GO:0006351","transcription, DNA-templated","-",1028396,0.809240545607744,5.17336692404392,2.74517747333587e-06,1.62594322154188e-05,"hypothetical protein SMU_1070c",4.70234755526091,5.49706698540049
"SMU_1071c",NA,NA,"-",1028393,-0.893842991153072,6.08528647086874,6.01812371901324e-09,5.3585214173598e-08,"hypothetical protein SMU_1071c",6.43928481173322,5.56558376331835
"SMU_1072c","GO:0008080","N-acetyltransferase activity","-",1028400,0.398538138538671,1.63457251822567,0.0160239448157646,0.0360270799411295,"acetyltransferase",1.42113641897928,1.81682088056837
"SMU_1074",NA,NA,"-",1028387,-0.465985687838307,6.02291398210126,6.85021275977804e-05,0.000311152400524378,"phosphopantothenate--cysteine ligase",6.23645074676604,5.76997744540293
"SMU_1075","GO:0004633","phosphopantothenoylcysteine decarboxylase activity","dfp",1028402,-0.36494257625767,5.87162704751641,0.00695510196175127,0.0178456766938446,"phosphopantothenoylcysteine decarboxylase",6.03568004655426,5.67075929078889
"SMU_1075","GO:0015937","coenzyme A biosynthetic process","dfp",1028402,-0.36494257625767,5.87162704751641,0.00695510196175127,0.0178456766938446,"phosphopantothenoylcysteine decarboxylase",6.03568004655426,5.67075929078889
"SMU_1078c","GO:0016021","integral component of membrane","-",1028403,0.413254273152716,8.03986284399646,0.00171593262407953,0.00539035376886666,"ABC transporter ATP-binding protein",7.81746125190979,8.22949998750098
"SMU_1078c","GO:0005524","ATP binding","-",1028403,0.413254273152716,8.03986284399646,0.00171593262407953,0.00539035376886666,"ABC transporter ATP-binding protein",7.81746125190979,8.22949998750098
"SMU_1078c","GO:0042626","ATPase activity, coupled to transmembrane movement of substances","-",1028403,0.413254273152716,8.03986284399646,0.00171593262407953,0.00539035376886666,"ABC transporter ATP-binding protein",7.81746125190979,8.22949998750098
"SMU_1079c","GO:0016021","integral component of membrane","-",1029553,0.366035488873948,7.99306655594255,0.00499681510667695,0.0135175410682639,"ABC transporter ATP-binding protein",7.79763705864183,8.16262787459592
"SMU_1079c","GO:0005524","ATP binding","-",1029553,0.366035488873948,7.99306655594255,0.00499681510667695,0.0135175410682639,"ABC transporter ATP-binding protein",7.79763705864183,8.16262787459592
"SMU_1079c","GO:0042626","ATPase activity, coupled to transmembrane movement of substances","-",1029553,0.366035488873948,7.99306655594255,0.00499681510667695,0.0135175410682639,"ABC transporter ATP-binding protein",7.79763705864183,8.16262787459592
"SMU_108",NA,NA,"-",1029689,-0.639012545033443,0.312859327853762,0.00279420963095091,0.0082026525083264,"hypothetical protein SMU_108",0.573108633434514,-0.0279318982778523
"SMU_1080c",NA,NA,"-",1028416,0.359509797924467,6.71273910056559,0.00718980048340502,0.0183428591080418,"transposon-like protein",6.51086370402704,6.87690997107961
"SMU_1081c","GO:0009295","nucleoid","-",1028408,0.418899467210047,8.18209185054847,0.00514561288644774,0.0138781876145015,"hypothetical protein SMU_1081c",7.94357210283893,8.37318124364374
"SMU_1082","GO:0005737","cytoplasm","glyA",1028406,0.350140663595606,8.24834914363896,0.00799035370081514,0.0201035843175817,"serine hydroxymethyltransferase",8.06121930119367,8.41142419001224
"SMU_1082","GO:0004372","glycine hydroxymethyltransferase activity","glyA",1028406,0.350140663595606,8.24834914363896,0.00799035370081514,0.0201035843175817,"serine hydroxymethyltransferase",8.06121930119367,8.41142419001224
"SMU_1082","GO:0030170","pyridoxal phosphate binding","glyA",1028406,0.350140663595606,8.24834914363896,0.00799035370081514,0.0201035843175817,"serine hydroxymethyltransferase",8.06121930119367,8.41142419001224
"SMU_1082","GO:0019264","glycine biosynthetic process from serine","glyA",1028406,0.350140663595606,8.24834914363896,0.00799035370081514,0.0201035843175817,"serine hydroxymethyltransferase",8.06121930119367,8.41142419001224
"SMU_1082","GO:0035999","tetrahydrofolate interconversion","glyA",1028406,0.350140663595606,8.24834914363896,0.00799035370081514,0.0201035843175817,"serine hydroxymethyltransferase",8.06121930119367,8.41142419001224
"SMU_1087","GO:0016853","isomerase activity","-",1028411,0.414838124427766,3.53806645341122,0.0170526942460209,0.0379277872849878,"4-oxalocrotonate tautomerase",3.28760658524632,3.72834455836741
